ID_POLIZA;COBERTURA;COND_GENERAL;MONTO_ASEGURADO;PRIMA_PACTADA
POL0932;RC LUCRO CESANTE;['P120130214', 'P120130414', 'P120140303', 'C120130335', 'C120130336', 'C120130337', 'C120130340', 'C120130338'];500.0;0.01
POL0932;AUTOREEMPL AXA;['P120130214', 'P120130414', 'P120140303', 'C120130335', 'C120130336', 'C120130337', 'C120130340', 'C120130338'];50.0;0.01
POL0730;DAÑOS MATERIALES;['P120131318', 'P120140303', 'P320131378'];272.0;21.56
POL0730;RESPONSAB. CIVIL;['P120131318', 'P120140303', 'P320131378'];500.0;0.01
POL0730;AS VEHICULO FALABELL;['P120131318', 'P120140303', 'P320131378'];250.0;0.01
POL0730;PLAN A: MUERTE ACCID;['P120131318', 'P120140303', 'P320131378'];500.0;0.01
POL0730;ROBO.HURTO, USO NO A;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;ROBO DE ACC.HTA 10%;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;HUELGA Y TERRORISMO;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;ACTOS MALICIOSOS;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;GRANIZO/ R.DE NATURA;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;SISMO;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;AUTOREEM HASTA 45DIA;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;PLAN B: INCAPACIDAD;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;D.MAT. X LA CARGA;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;R.C. POR PROP.CARGA;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;INDEMNIZ. 0 KM;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;TALLER DE MARCA;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;AS COMPL VEH.FALABEL;['P120131318', 'P120140303', 'P320131378'];0.0;0.01
POL0730;RC DAÑO MORAL;['P120131318', 'P120140303', 'P320131378'];500.0;0.01
POL0730;RC LUCRO CESANTE;['P120131318', 'P120140303', 'P320131378'];500.0;0.01
POL0287;DAÑOS MATERIALES;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];244.0;5.16
POL0287;PLAN A: MUERTE ACCID;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.1
POL0287;ASISTENCIA FULL;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];250.0;0.1
POL0287;RESPONSAB. CIVIL;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;1.0
POL0287;ROBO.HURTO, USO NO A;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.9
POL0287;ROBO DE ACC.HTA 10%;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.9
POL0287;HUELGA Y TERRORISMO;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0287;ACTOS MALICIOSOS;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0287;GRANIZO/ R.DE NATURA;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0287;SISMO;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0287;D.MAT. X LA CARGA;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0287;D.MAT. POR COND. DEP;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0287;PLAN B: INCAPACIDAD;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0287;VDR 30 DIAS COP 4000;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.11
POL0287;INDEMNIZ. 0 KM;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0287;R.C. POR PROP.CARGA;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0287;R.C. POR COND. DEPEN;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0287;DEF.PENAL Y CON. FZA;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];150.0;0.1
POL0287;RC DAÑO MORAL;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.1
POL0287;RC LUCRO CESANTE;['P120130214', 'P320130366', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.1
POL0498;DAÑOS MATERIALES;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];1000.0;15.24
POL0498;PLAN A: MUERTE ACCID;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];500.0;0.1
POL0498;AS.SOLUCIÓN FULL;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];250.0;0.18
POL0498;RESPONSAB. CIVIL;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];1000.0;0.2
POL0498;ROBO.HURTO, USO NO A;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.2
POL0498;ROBO DE ACC.HTA 10%;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0498;HUELGA Y TERRORISMO;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0498;ACTOS MALICIOSOS;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0498;GRANIZO/ R.DE NATURA;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0498;SISMO;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0498;D.MAT. X LA CARGA;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0498;D.MAT. POR COND. DEP;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0498;PLAN B: INCAPACIDAD;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0498;VDREEMPLAZO SOL FULL;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.4
POL0498;INDEMNIZ.0KM 24MESES;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0498;R.C. POR PROP.CARGA;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0498;R.C. POR COND. DEPEN;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0498;EXCLUSIVIDAD GARAGE;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];0.0;0.1
POL0498;DEF.PENAL Y CON. FZA;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];150.0;0.1
POL0498;RC DAÑO MORAL;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];1000.0;0.1
POL0498;RC LUCRO CESANTE;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];1000.0;0.1
POL0498;RESP.CIVIL EN EXCESO;['P120130214', 'P320130366', 'P120140303', 'P120130414', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130346', 'C120130345', 'C120130347', 'C120130344'];2000.0;0.96
POL0050;DAÑOS MATERIALES;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];274.0;41.18
POL0050;R CIVIL EMERGENTE;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];500.0;1.4
POL0050;ASISTENCIA VEHICULAR;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];250.0;0.1
POL0050;PLAN A: MUERTE ACCID;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];500.0;0.1
POL0050;ROBO DE ACCESORIOS;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.4
POL0050;ROBO, HURTO USO NO A;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.4
POL0050;DM HUELGA Y TERRORIS;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.1
POL0050;DM ACTOS MALICIOSOS;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.1
POL0050;DM POR SISMO;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.2
POL0050;DM GRANIZO;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.2
POL0050;DM RIESGOS DE LA NAT;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.2
POL0050;DM POR LA PROPIA CAR;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.2
POL0050;D TERCEROS POR LA CA;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.1
POL0050;INDEMNIZ. 0 KM;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.1
POL0050;VEHIC DE REEMPLAZO;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.1
POL0050;PLAN B: INCAPACIDAD;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.1
POL0050;TALLER DE MARCA;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.1
POL0050;DEFENSA PENAL Y CONS;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];0.0;0.2
POL0050;R CIVIL DAÑO MORAL;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];500.0;0.4
POL0050;R CIVIL LUCRO CESANT;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];500.0;0.4
POL0050;GASTOS MEDICOS;['P120160325', 'P120140303', 'P320130366', 'C120160326', 'C120160327', 'C120160328', 'C120160331', 'C120160330', 'C120160329', 'C120160332', 'C120160333', 'C120160335'];100.0;0.1
POL0346;DAÑOS MATERIALES;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];244.0;70.95
POL0346;R CIVIL EMERGENTE;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];1500.0;1.2
POL0346;PLAN A: MUERTE ACCID;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];500.0;0.1
POL0346;ASISTENCIA VEHICULAR;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];250.0;0.2
POL0346;ROBO, HURTO USO NO A;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;1.2
POL0346;ROBO DE ACCESORIOS;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;DM HUELGA Y TERRORIS;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;DM ACTOS MALICIOSOS;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;DM RIESGOS DE LA NAT;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;DM GRANIZO;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;DM POR SISMO;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;DM POR CONDUCTORES D;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;DM POR LA PROPIA CAR;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;DM EN EL EXTRAJERO;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;PLAN B: INCAPACIDAD;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;VEHICULO REEMPLAZO;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;D TERCEROS POR LA CA;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;D TERCEROS CONDUCTOR;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;INDEMNIZ. 0 KM;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];0.0;0.1
POL0346;R CIVIL DAÑO MORAL;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];1500.0;0.1
POL0346;R CIVIL LUCRO CESANT;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];1500.0;0.1
POL0346;DEFENSA PENAL Y CONS;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];150.0;0.1
POL0346;GASTOS MEDICOS;['P120160325', 'P320130366', 'P120140303', 'C120160326', 'C120160327', 'C120160328', 'C120160329', 'C120160330', 'C120160331', 'C120160336', 'C120160332', 'C120160334', 'C120160333', 'C120160337', 'C120160335'];25.0;0.1
POL0372;DAÑOS MATERIALES;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];500.0;31.77
POL0372;RESPONSAB. CIVIL;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];1500.0;1.2
POL0372;PLAN A: MUERTE ACCID;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];200.0;0.1
POL0372;ASISTENCIA VEHICULAR;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];250.0;0.18
POL0372;ROBO.HURTO, USO NO A;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];0.0;1.2
POL0372;ROBO DE ACC.HTA 10%;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];0.0;0.1
POL0372;HUELGA Y TERRORISMO;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];0.0;0.1
POL0372;ACTOS MALICIOSOS;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];0.0;0.1
POL0372;GRANIZO/ R.DE NATURA;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];0.0;0.2
POL0372;SISMO;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];0.0;0.1
POL0372;D.MAT. X LA CARGA;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];0.0;0.1
POL0372;R.C. POR PROP.CARGA;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];0.0;0.1
POL0372;PLAN B: INCAPACIDAD;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];0.0;0.1
POL0372;EXCLUSIVIDAD GARAGE;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];0.0;0.1
POL0372;INDEMNIZ.0KM 24MESES;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];0.0;0.1
POL0372;VDR;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];0.0;0.4
POL0372;RC DAÑO MORAL;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];1500.0;0.1
POL0372;RC LUCRO CESANTE;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];1500.0;0.1
POL0372;DEF.PENAL Y CON. FZA;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];150.0;0.1
POL0372;GASTOS MEDICOS;['P120130214', 'P120130414', 'P320130366', 'C120130335', 'C120130336', 'C120130337', 'C120130338', 'C120130340', 'C120130342', 'C120130345', 'C120130344'];25.0;0.1
POL0093;DAÑOS MATERIALES;['P120131318', 'P120140303', 'P320131378'];640.0;39.6
POL0093;RESPONSAB. CIVIL;['P120131318', 'P120140303', 'P320131378'];500.0;1.0
POL0093;AS VEHICULO FALABELL;['P120131318', 'P120140303', 'P320131378'];250.0;0.4
POL0093;PLAN A: MUERTE ACCID;['P120131318', 'P120140303', 'P320131378'];500.0;0.2
POL0093;ROBO.HURTO, USO NO A;['P120131318', 'P120140303', 'P320131378'];0.0;1.2
